CLASE SINIESTRO,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,ZONA,TIPO DE VÍA,RED VIAL,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,MTC_RVN_LONGITUD_KM,MTC_RVN_N_CARRILES_MEDIANA,MTC_RVN_SUPERFICIE_DOMINANTE,MTC_RVN_ESTADO_DOMINANTE,MTC_RVN_ES_CONCESIONADA,MTC_RVN_CONCESION_PRINCIPAL,MTC_RVN_CORREDOR_LOGISTICO,MTC_RVN_N_TRAMOS,IDH_2019,IDH_ESP_VIDA_2019,IDH_POBLACION_2019,MTC_DEP_RED_TOTAL_KM,MTC_DEP_NACIONAL_TOTAL_KM,MTC_DEP_DEPARTAMENTAL_TOTAL_KM,MTC_DEP_VECINAL_TOTAL_KM,MTC_DEP_PAV_TOTAL_KM,MTC_DEP_NO_PAV_TOTAL_KM,MTC_DEP_PCT_PAVIMENTADA,PER_N_CONDUCTORES,PER_N_CONDUCTORES_FUGADOS,PER_N_PEATONES,PER_EDAD_COND_PROM,PER_EDAD_COND_MIN,PER_EDAD_COND_MAX,PER_ANY_COND_MASCULINO,PER_ANY_LIC_PROBLEMA,PER_ANY_DOSAJE_POS,PER_ANY_DOSAJE_EVALUADO,VEH_TOTAL,VEH_N_FUGADOS,VEH_ANY_FUGADO,VEH_ANY_CARGA,VEH_ANY_PUBLICO,VEH_ANY_PARTICULAR,VEH_ANY_MOTO,VEH_ANY_AUTO,VEH_ANY_CAMION_BUS,VEH_ANY_SOAT_PROBLEMA,VEH_ANY_CITV_PROBLEMA,VEH_ANY_SEGURO_PROBLEMA,MTC_RVN_LONGITUD_KM_ERA_NULO,MTC_RVN_N_CARRILES_MEDIANA_ERA_NULO,MTC_RVN_ES_CONCESIONADA_ERA_NULO,MTC_RVN_N_TRAMOS_ERA_NULO,PER_EDAD_COND_PROM_ERA_NULO,PER_EDAD_COND_MIN_ERA_NULO,PER_EDAD_COND_MAX_ERA_NULO,HORA_NUM,FRANJA_HORARIA,ANIO,MES,DIA_MES,DIA_SEMANA,ES_FIN_SEMANA,ES_QUINCENA,REGION_NATURAL,NIVEL_SEÑALIZACION_ORD,ES_VIA_MULTICARRIL,ES_DEPTO_BAJO_PAVIMENTO,RATIO_CONDUCTORES_FUGADOS,ES_CURVA_Y_PENDIENTE,ES_VIA_NO_PAVIMENTADA,CATEGORIA_SEVERIDAD,CATEGORIA_SEVERIDAD_ENC
4,1,5,0,4,1,-7.303171979161655,-78.6420174331248,2,4,3,0,2,0,1,0,827.3605582495006,2.0,2,0,0.5676651989573981,8,23,180.94008806255613,0.31546096652283917,71.15658198081954,5887.342266611561,15935.565011852366,1733.9250000199986,935.692,13265.948011832368,2000.1670000199988,13935.398011832369,12.551591352627522,1,0,0,32.39281939009528,30.973656392701788,33.811982387488776,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.5676651989573981,1.0,0.0,0.5676651989573981,1.0,0.0,0.5676651989573981,0.0,0,0,0,0,0,0,0,4,0,2022,2,17,2,0,0,2,1,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,1,5,0,4,1,-7.240606048846035,-78.63448022105595,6,4,0,1,2,0,1,0,889.0732956590695,2.0,2,0,0.9436159201675989,8,16,158.5521970294413,0.3538575967180252,74.2069973519968,8384.305976376027,15935.565011852366,1733.9250000199986,935.692,13265.948011832368,2000.1670000199988,13935.398011832369,12.551591352627522,1,0,0,50.281920399162004,38.01491343698322,62.54892736134079,1.0,0.0,0.0,0.0,1,0,0.0,0.9436159201675989,0.056384079832401124,0.9436159201675989,0.0,0.9436159201675989,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5,0,2022,11,26,1,0,1,2,1,0,1,0.056384079832401124,0,0,GRAVE_MORTALIDAD,2
4,2,14,0,4,1,-11.373901094954043,-77.42663607267106,0,4,5,1,2,1,0,1,6543.555,3.0,2,0,1.0,0,30,1475.0,0.6908308936730346,78.89875333164089,63563.07985142444,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,2,0,0,41.03095439075857,33.83945463385224,48.2224541476649,1.0,0.0,0.5802726830738777,0.5802726830738777,2,0,0.0,0.5802726830738777,0.4197273169261223,0.4197273169261223,0.0,1.0,1.0,0.0,0.5802726830738777,0.0,0,0,0,0,0,0,0,3,0,2024,4,6,1,0,0,0,1,1,1,0.0,0,0,GRAVE_MORTALIDAD,2
4,1,7,0,4,0,-13.352642037832254,-71.62722185379904,0,4,4,1,1,2,2,3,6543.555,2.0,4,4,1.0,14,33,1198.0,0.18053135786315283,63.77640395679859,9587.31585788119,17779.13499998999,2097.3709999899997,2863.123,12818.640999999989,2878.713,14900.421999989989,16.19152450331032,1,0,0,34.211055392519356,32.614740523359146,35.80737026167957,1.0,0.6385259476640855,0.0,0.0,1,0,0.0,0.6385259476640855,0.0,1.0,0.0,0.36147405233591445,0.6385259476640855,0.0,0.0,0.0,1,1,1,1,0,0,0,12,1,2022,8,12,5,1,0,2,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
6,1,12,0,4,1,-7.733109838392832,-78.29959331352406,0,4,7,1,5,2,2,0,6543.555,2.397594397962794,3,2,1.0,8,31,1308.133648235694,0.3225276294103707,75.06765156852228,14240.738743673748,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,1,0,0,39.156699163330295,39.156699163330295,39.156699163330295,1.0,0.0,0.0,0.0,1,0,0.0,0.6024056020372057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,0,2022,6,11,2,0,0,0,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,2,3,0,4,1,-15.655317153755417,-71.05535267216568,0,4,1,1,2,1,1,0,568.5409999999999,1.0,2,3,0.0,9,3,93.0,0.4552923576530788,81.53641740476488,1362.757942887755,10322.272,1495.236,1749.739,7077.2970000000005,2886.595,7435.677000000001,27.964725207783708,2,0,0,28.66165843992739,28.11322803523005,29.21008884462473,1.0,0.0,0.0,0.0,2,0,0.0,0.27421520234867003,0.0,1.0,0.0,0.72578479765133,0.27421520234867003,0.0,0.72578479765133,0.0,0,0,0,0,0,0,0,7,1,2022,7,15,4,0,0,0,1,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
2,2,10,1,4,1,-13.761000867635994,-76.16703807058275,0,4,7,1,2,2,2,0,205.54999999999995,-1.0,2,0,1.0,13,31,15.0,0.5258403253345707,76.80387126038866,12661.331983771062,3721.461,698.1859999999996,744.866,2278.409,1102.9029999999996,2618.558,29.636290693359403,2,0,0,39.631485903076054,25.855798831638452,49.47126238267433,1.0,0.016022352040171772,0.0,0.0,2,0,0.0,0.9839776479598282,0.0,1.0,0.016022352040171772,0.9839776479598282,0.9839776479598282,0.016022352040171772,0.016022352040171772,0.016022352040171772,0,0,0,0,0,0,0,4,0,2023,9,2,2,0,0,0,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,1,13,2,4,1,-8.932878732793947,-78.65522831477074,2,3,6,1,3,1,0,0,4223.4969256170625,2.590665993684957,2,0,1.0,1,23,935.0884456704582,0.6539458274625128,79.17896720110134,272763.95069080585,5165.231076060397,993.3037022721235,1061.9579253126158,3109.969448475658,1158.3379346992965,4006.893141361101,21.74937957015679,2,0,0,38.181331987369916,30.637336025260172,45.315993943164614,1.0,0.0,0.0,0.0,2,0,0.0,0.590665993684957,0.0,1.0,0.0,1.0,1.0,0.409334006315043,1.0,0.409334006315043,0,0,0,0,0,0,0,15,1,2021,2,23,4,0,1,0,1,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
5,0,14,2,3,1,-12.059383464289118,-76.96399681843643,0,1,7,1,2,2,2,2,6629.7640452187425,2.0,2,0,1.0,9,31,1571.733467137878,0.6868549636939637,79.62363164345142,684921.8484148846,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,1,37.89409920367913,37.47049601839567,38.211801592641734,1.0,0.0,0.0,0.10590079632086558,1,0,0.0,0.0,0.10590079632086558,0.8940992036791344,0.0,0.8940992036791344,0.10590079632086558,0.0,0.0,0.0,0,0,0,0,0,0,0,18,2,2023,2,21,3,0,0,0,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,1,9,1,4,1,-9.429088363289829,-76.43593193932115,0,4,0,1,3,2,2,2,922.0750340684697,1.7700453941089138,1,3,0.0,9,15,257.73827502386126,0.3341050292065926,77.7116044718636,19901.069812219488,8375.261520454507,1333.9636641276416,1055.0464488670382,5986.2514074598275,1096.5252619093335,7278.736258545174,13.081115341835476,1,0,0,42.77534045581685,27.759455270693035,57.791225640940674,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.7700453941089138,0.7700453941089138,0.0,0.22995460589108618,0.7700453941089138,0.0,0.7700453941089138,0,0,0,0,0,0,0,14,3,2022,1,27,4,0,1,1,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,1,15,0,4,1,-11.417692316838632,-71.55981598940797,4,4,6,1,5,2,2,0,3962.558101584673,2.213104704025083,2,0,1.0,3,20,759.7121759588007,0.6196633927105274,74.0324223525027,90296.05451814232,2382.1952712215466,424.07251003112435,414.54520673049984,1543.577554459922,538.4760417390797,1843.7192294824665,22.921656695181305,2,0,0,32.89344764798746,19.491732928175583,46.295162367799335,1.0,0.7868952959749167,0.0,0.0,2,0,0.0,0.2131047040250833,0.0,1.0,0.7868952959749167,1.0,0.2131047040250833,0.0,0.7868952959749167,0.0,0,0,0,0,0,0,0,20,2,2021,5,19,3,0,0,0,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
6,1,8,0,4,3,-12.449478950810887,-75.00994129131367,0,4,0,0,1,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.27537536466229,65.8143224934925,29063.693391155673,8524.514830712815,1441.9743842970315,2006.2577515661378,5076.282694849644,1859.0220990938437,6665.492731618969,21.8204952489021,1,0,0,38.40474307749865,38.40474307749865,38.40474307749865,1.0,0.03113408288451136,0.0,0.0,1,0,0.0,0.03113408288451136,0.9688659171154886,0.0,0.0,0.9688659171154886,0.03113408288451136,0.0,0.0,0.0,1,1,1,1,0,0,0,7,0,2022,6,17,0,0,0,1,2,0,1,0.03113408288451136,0,1,GRAVE_MORTALIDAD,2
3,2,20,0,4,1,-16.35847396066316,-69.27022900722096,0,4,4,1,2,2,2,2,7586.903,2.0,2,0,1.0,9,5,1198.0,0.30019189561270393,73.07870832563806,18307.905906252214,13642.312999999998,2020.7790000000005,2354.117,9267.416999999998,3314.0520000000006,10328.260999999997,24.29244952817019,2,0,0,37.48333174624115,31.606667301503542,43.35999619097876,1.0,1.0,0.0,0.0,2,0,0.0,0.34833317462411495,0.651666825375885,0.651666825375885,1.0,0.651666825375885,0.34833317462411495,0.0,0.651666825375885,0.34833317462411495,0,0,0,0,0,0,0,16,1,2021,7,8,2,0,0,2,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,1,16,0,4,1,-12.659417240148576,-69.31955065105973,6,5,6,2,6,2,2,0,3263.58,2.0,2,0,1.0,5,18,566.0,0.6331639735785386,72.20641129524063,88506.68094218415,2090.391,399.431,340.021,1350.9389999999996,493.824,1596.5669999999996,23.62352306338862,2,0,0,42.89308728166107,34.418315063182206,50.525894625104954,1.0,0.36852634372376114,0.0,0.0,2,0,0.0,0.6314736562762389,0.0,0.36852634372376114,0.36852634372376114,0.36852634372376114,0.6314736562762389,0.0,0.36852634372376114,0.0,0,0,0,0,0,0,0,10,0,2021,7,9,1,0,0,1,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,1,13,2,2,4,-11.336288499057623,-77.273626076411,0,0,1,1,2,0,1,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6587194552862019,78.94826533757553,353381.6394407596,7803.395339460607,1636.2250359514735,1644.780705629026,4522.389597880108,1734.0913854239934,6069.303954036614,22.421285048854536,1,0,0,39.397552872514375,32.9148659987171,45.88023974631165,1.0,0.13564175016036295,0.0,0.0,1,0,0.0,0.864358249839637,0.0,0.13564175016036295,0.13564175016036295,0.0,0.864358249839637,0.864358249839637,0.864358249839637,0.0,1,1,1,1,0,0,0,5,0,2024,10,22,3,0,1,0,1,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
6,1,14,2,2,2,-12.027266778529262,-76.8928313576999,0,1,7,1,2,2,2,0,3861.455668011524,2.0,3,2,1.0,8,24,704.9152772273974,0.6868549636939637,79.62363164345142,684921.8484148846,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,0,18.89283962676623,18.89283962676623,18.89283962676623,1.0,0.5267900933084428,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.47320990669155716,0.0,0.5267900933084428,0.0,1.0,0.0,0,0,0,0,0,0,0,17,2,2022,9,12,4,0,0,0,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
5,1,3,0,4,0,-16.270289347512296,-71.94609781436706,0,4,7,1,2,0,1,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.609988661283742,78.17443722441176,35016.57313094568,10278.046742683458,1490.1582079928737,1755.6627832114507,7032.225751479134,2833.5643476542245,7444.482395029233,27.509463634623444,1,0,0,28.176843167155297,28.049616878814184,28.30406945549641,0.03180657208527826,0.0,0.0,0.0,1,0,0.0,0.0,0.03180657208527826,1.0,0.03180657208527826,0.9681934279147217,0.0,0.03180657208527826,0.03180657208527826,0.03180657208527826,1,1,1,1,0,0,0,14,2,2021,10,15,0,0,1,0,1,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,3,10,0,4,1,-13.727810359422621,-75.9060335919952,0,4,7,1,2,2,2,0,1679.5849999999998,2.0,2,3,1.0,9,24,315.0,0.5476064687943295,72.89816640240538,5923.768736616702,3721.461,698.1859999999996,744.866,2278.409,1102.9029999999996,2618.558,29.636290693359403,3,0,0,47.46821842285164,45.36186210742197,49.84606623304694,1.0,0.0,0.0,1.0,3,0,0.0,1.0,0.0,1.0,0.8144744842968789,0.8144744842968789,0.18552551570312115,0.0,1.0,0.8144744842968789,0,0,0,0,0,0,0,16,1,2022,10,7,0,0,0,0,2,0,1,0.2036186210742197,0,0,GRAVE_MORTALIDAD,2
3,1,1,0,4,1,-10.186644187928472,-78.06461196688491,0,4,0,1,2,2,2,0,6543.555,3.0,2,0,1.0,0,30,1475.0,0.594329796273136,79.51274210494626,25729.80728051392,10767.648,1885.0630000000003,1222.721,7659.864000000001,2100.343,8667.305000000002,19.506051832303577,2,0,0,51.974492671822446,35.44514515248828,68.5038401911566,1.0,0.1313768320443892,0.0,0.8686231679556108,2,0,0.0,0.8686231679556108,0.1313768320443892,0.1313768320443892,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,12,2,2021,5,2,5,0,0,0,2,1,1,0.0,0,0,GRAVE_MORTALIDAD,2
5,1,3,0,4,0,-15.826263058422434,-71.72002162283715,0,4,1,0,2,0,1,0,6565.0955314538205,2.0,3,3,1.0,12,32,1291.382515533052,0.5578227692343207,80.73264386313174,2221.249453382391,10322.272,1495.236,1749.739,7077.2970000000005,2886.595,7435.677000000001,27.964725207783708,1,0,0,43.787225177666066,40.88298426395871,46.69146609137343,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.22340314720825827,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,2023,7,10,6,1,0,0,1,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,1,12,0,4,1,-7.894409498995513,-79.12230960446894,0,4,7,1,2,2,2,4,6543.555,3.0,2,0,1.0,0,30,1475.0,0.5721567587688113,77.67102283812494,15563.077087794432,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,1,0,1,54.24007014554228,40.748937864271376,67.7312024268132,1.0,0.0,0.0,0.0,1,0,0.0,0.770921844644052,0.0,0.770921844644052,0.0,0.770921844644052,1.0,0.0,0.770921844644052,0.0,0,0,0,0,0,0,0,14,2,2024,2,20,4,0,0,0,2,1,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,1,9,0,4,1,-11.115341773743134,-76.10440309972918,0,4,0,0,2,2,2,1,9936.932,2.0,2,0,1.0,9,32,3830.0,0.4016047245546685,77.63501670148274,4203.184287471909,12032.201479818485,1835.5595476155781,1123.7276117628066,9072.914320440099,1667.9770303671799,10364.224449451305,13.96952009098409,1,0,0,42.96436393103908,41.274797474805304,44.65393038727285,1.0,1.0,0.0,0.15521677188311234,1,0,0.0,1.0,0.8447832281168877,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,15,2,2022,8,7,3,0,0,1,2,0,1,0.0,1,0,GRAVE_MORTALIDAD,2
6,1,8,0,4,1,-12.620630090729941,-74.95881918629843,0,4,5,0,6,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.36001348679636624,72.41940437968915,3035.162663521466,8511.426,1445.3929999999996,2008.516,5057.516999999999,1879.579,6631.846999999998,22.08300935706896,1,0,0,26.15078408151301,26.15078408151301,26.15078408151301,1.0,0.23897600905700112,0.0,0.23897600905700112,1,0,0.0,0.0,0.0,1.0,0.0,0.7610239909429989,0.23897600905700112,0.23897600905700112,0.7610239909429989,0.23897600905700112,1,1,1,1,0,0,0,20,2,2024,6,23,3,0,0,2,2,0,1,0.0,0,1,GRAVE_MORTALIDAD,2
7,1,20,0,4,1,-15.65620974393186,-70.36088425348943,0,4,2,0,2,0,1,2,1504.4250000000002,2.0,2,0,1.0,7,25,241.0,0.4387767884413746,74.08026937973001,4885.396145610278,13642.312999999998,2020.7790000000005,2354.117,9267.416999999998,3314.0520000000006,10328.260999999997,24.29244952817019,1,0,0,35.04602565797589,32.990237426948674,37.10181388900311,1.0,0.0,0.0,0.6262203216314154,1,0,0.0,0.0,0.0,1.0,0.0,0.3737796783685846,1.0,0.3737796783685846,0.6262203216314154,0.3737796783685846,0,0,0,0,0,0,0,11,1,2021,5,12,3,0,0,2,1,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
6,1,8,0,4,1,-10.225211898239559,-75.95549644755593,0,4,6,0,6,1,1,1,6543.555,2.0,4,4,1.0,14,33,1198.0,0.22040209806676264,76.90836350317288,24758.387167395642,8248.741382419947,1348.166270485824,951.6415122508542,5948.933599683267,1167.4430511338064,7081.298331286139,14.114648555256894,1,0,0,19.57493853218865,19.57493853218865,19.57493853218865,1.0,0.8687551223176124,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,0.8687551223176124,0.13124487768238757,0.8687551223176124,1.0,0.8687551223176124,1,1,1,1,0,0,0,21,2,2022,1,28,4,0,1,2,1,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
6,1,18,0,4,1,-5.243400277642263,-80.76553066244787,0,4,7,0,2,2,2,0,274.19682886836284,1.9024214615262443,1,0,0.9674738205087481,1,20,23.041557821144046,0.5360900602470987,80.93100858339315,12595.26712948702,9024.451735317747,1785.7508449090042,656.0473964825134,6582.65349392623,2210.791746354967,6813.6599889627805,24.530424471312244,1,0,0,37.422840333386276,33.55294505135128,40.32526179491252,1.0,0.0,0.0,0.9674738205087481,1,0,0.0,0.0,0.032526179491251916,0.9674738205087481,0.9674738205087481,0.0,0.032526179491251916,1.0,0.0,0.9674738205087481,0,0,0,0,0,0,0,10,1,2021,3,10,1,0,0,0,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,0,14,2,2,4,-12.157584386084979,-77.00142935272318,0,0,7,1,2,2,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.7583638784611835,79.88082988649828,336056.2193711315,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,0,28.222967467354906,25.920847847815686,30.52508708689412,1.0,1.0,0.9208478478156868,0.9208478478156868,1,0,0.0,0.0,0.0,1.0,1.0,0.9208478478156868,0.0,0.07915215218431315,0.9208478478156868,0.07915215218431315,1,1,1,1,0,0,0,18,1,2021,1,5,2,0,0,0,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
6,1,4,0,4,1,-12.40104700474893,-74.81908734194377,3,4,3,1,6,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.3043897167026768,72.67879346566191,1179.627913067581,8301.501515251062,1302.0121844009502,1104.0760571852359,5895.413273664875,1289.7610368608796,7011.740478390182,15.51842727511281,1,0,0,32.516944653147455,32.516944653147455,32.516944653147455,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0.38334968547926196,0.616650314520738,0.0,0.0,0.0,1,1,1,1,0,0,0,12,1,2022,4,10,3,0,0,2,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,2,13,1,4,1,-10.458578836900491,-77.84041261098129,0,3,7,1,2,1,0,2,282.20165761697734,2.0,2,0,0.20346270902382368,8,6,64.15582190607206,0.6338793863481484,78.9436893807261,35778.58905593981,7891.936618571239,1612.6360247862965,1667.629586670126,4611.671007114816,1693.6995282375174,6198.237090333721,21.733155980373283,2,0,0,28.831164381214414,24.84847792633353,32.8138508360953,1.0,0.0,0.7965372909761763,0.7965372909761763,2,0,0.0,0.0,0.0,0.20346270902382368,0.0,1.0,1.0,0.0,0.20346270902382368,0.0,0,0,0,0,0,0,0,4,0,2023,9,22,1,0,1,0,1,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
4,1,1,0,4,1,-9.38362934775453,-77.4183762623294,3,4,3,0,1,1,1,2,884.9764550212243,0.4445670545376501,0,2,0.0,9,19,159.5173741576486,0.31971079896505317,73.37121014627326,5003.504220990317,10767.648,1885.0630000000003,1222.721,7659.864000000001,2100.343,8667.305000000002,19.506051832303577,1,0,0,44.870104715168424,42.70325413336195,47.0369552969749,1.0,0.0,0.0,0.4815223515125501,1,0,0.0,0.4815223515125501,0.5184776484874499,0.4815223515125501,0.0,0.4815223515125501,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,9,1,2021,3,9,2,0,0,0,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,2,7,0,4,1,-15.38684291685668,-71.08701722094453,0,4,0,1,2,0,0,2,568.5409999999999,1.0,2,3,0.0,9,3,93.0,0.4222081089999886,68.53644198939976,1204.2119914346897,17779.13499998999,2097.3709999899997,2863.123,12818.640999999989,2878.713,14900.421999989989,16.19152450331032,2,0,0,34.08654094481197,33.23461637792479,34.93846551169916,1.0,0.0,0.0,0.11730818896239448,2,0,0.0,0.0,0.8826918110376055,1.0,0.0,0.11730818896239448,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,3,0,2022,8,13,4,0,0,2,1,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
4,1,15,0,4,1,-11.772940514713605,-70.46052609087621,0,4,7,1,2,1,1,1,3674.18626877956,2.1251857922025503,2,0,1.0,4,19,679.7938851121183,0.5266349291443441,74.80278945977068,9295.265793059774,2261.8079052629523,413.9063583381731,383.79934783377735,1464.1021990910015,520.0543042259926,1741.7536010369593,23.21122011716169,2,0,0,43.81519398693698,29.378530051848458,53.877786883038254,1.0,0.8748142077974496,0.0,0.0,2,0,0.8748142077974496,1.0,0.12518579220255044,0.8748142077974496,0.8748142077974496,0.0,1.0,0.0,0.8748142077974496,0.8748142077974496,0,0,0,0,0,0,0,19,2,2021,5,15,1,0,0,0,1,0,1,0.29160473593248315,0,0,GRAVE_MORTALIDAD,2
5,1,2,0,4,1,-13.692797723489488,-73.4611395301002,1,4,0,0,5,1,1,0,6871.619828700227,2.0,3,2,1.0,12,24,1198.0,0.5563774842369664,77.00938809632027,27932.19700214133,8358.971,1282.451,1298.0969999999998,5778.423,1432.683,6926.288,17.139466089785454,1,0,0,40.35826034578272,37.05669586168691,43.65982482987852,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.31443471277102863,1.0,0.31443471277102863,0.6855652872289714,0.31443471277102863,0.0,0.0,0.0,0,0,0,0,0,0,0,19,2,2023,3,18,4,0,1,2,2,0,1,0.0,1,0,GRAVE_MORTALIDAD,2
4,2,15,0,4,1,-6.767342027496409,-79.82157551373463,0,4,7,1,1,2,2,1,3321.208475672459,2.4303058948994627,2,0,1.0,4,22,723.0037812672907,0.5444649829198129,75.95022856245825,48539.15700306918,8946.466145958511,1527.8601405965856,1377.0212365022317,6041.584768859695,1647.5477054061835,7298.918440552328,18.405327326265635,2,0,0,57.631472755487955,50.660517258116656,64.86061178979892,1.0,0.5696941051005373,0.0,0.4303058948994627,2,0,0.0,0.4303058948994627,0.0,1.0,0.0,0.5696941051005373,0.4303058948994627,0.0,0.4303058948994627,0.0,0,0,0,0,0,0,0,13,3,2022,8,4,1,0,0,0,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,1,11,0,4,1,-11.794031587086097,-75.66024653863444,0,4,1,0,2,1,1,2,7586.903,2.0,2,0,1.0,9,5,1198.0,0.4545643050211295,68.73444804749025,1424.8051391862955,12264.545,1826.4639999999995,1105.5389999999998,9332.542,1588.5359999999996,10676.009,12.952261987705208,1,0,0,34.59370327959596,28.997376366498315,40.190030192693605,1.0,0.7994752732996633,0.0,0.7994752732996633,1,0,0.0,0.0,0.7994752732996633,1.0,0.0,1.0,0.7994752732996633,0.0,0.7994752732996633,0.0,0,0,0,0,0,0,0,3,0,2022,12,13,5,1,0,2,1,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
4,1,7,0,4,1,-13.289872824587732,-71.54556077147512,1,4,0,0,1,1,0,4,6543.555,2.0,4,4,1.0,14,33,1198.0,0.2466226927938573,59.50771953912937,12676.173447537472,17779.13499998999,2097.3709999899997,2863.123,12818.640999999989,2878.713,14900.421999989989,16.19152450331032,1,0,0,28.178553647302213,27.932756373931497,28.424350920672932,1.0,1.0,0.0,0.4915945467414369,1,0,0.0,0.0,0.0,1.0,0.4915945467414369,0.5084054532585631,0.4915945467414369,0.4915945467414369,1.0,0.4915945467414369,1,1,1,1,0,0,0,9,1,2021,5,17,4,0,1,2,1,0,1,0.0,1,1,GRAVE_MORTALIDAD,2
5,1,14,0,4,1,-11.098889018439813,-77.41088269482411,0,3,7,1,2,1,1,2,198.315,2.0,2,0,0.0,9,1,55.0,0.644332113046051,78.61218205687396,36044.03426124197,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,0,46.651612321422185,46.33056763604652,46.97265700679785,1.0,0.0,0.06420893707513409,1.0,1,0,0.0,0.0,0.9357910629248659,0.0,0.0,0.06420893707513409,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,21,1,2023,10,17,1,0,1,0,1,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,1,14,0,4,1,-11.961125806048539,-77.0985266508201,0,4,7,0,2,2,2,1,6583.861317427414,2.581971401914399,2,0,1.0,3,30,1533.9420323300699,0.7218891355793948,78.76088802493129,61205.24383026768,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,2,0,0,48.23352906458362,42.10648616745522,54.360571961712026,1.0,0.0,0.0,0.5819714019143988,2,0,0.0,0.4180285980856012,0.5819714019143988,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,11,0,2023,5,19,5,0,1,0,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
